질병코드,버전,영문명,한글명
K71.6,7,"Toxic liver disease with hepatitis, NEC",달리 분류되지 않은 간염을 동반한 독성간질환
K71.7,7,Toxic liver disease with fibrosis and cirrhosis of liver,간의 섬유증 및 경변증을 동반한 독성간질환
K71.8,7,Toxic liver disease with other disorders of liver,간의 기타 장애를 동반한 독성간질환
K71.9,7,"Toxic liver disease, unspecified",상세불명의 독성간질환
K72,7,"Hepatic failure, NEC",달리 분류되지 않은 간부전
K72.0,7,Acute and subacute hepatic failure,급성 및 아급성 간부전
K72.1,7,Chronic hepatic failure,만성 간부전
K72.9,7,"Hepatic failure, unspecified",상세불명의 간부전
K73,7,"Chronic hepatitis, NEC",달리 분류되지 않은 만성 간염
K73.0,7,"Chronic persistent hepatitis, NEC",달리 분류되지 않은 만성 지속성 간염
K73.1,7,"Chronic lobular hepatitis, NEC",달리 분류되지 않은 만성 소엽성 간염
K73.2,7,"Chronic active hepatitis, NEC",달리 분류되지 않은 만성 활동성 간염
K73.8,7,"Other chronic hepatitis, NEC",달리 분류되지 않은 기타 만성 간염
K73.9,7,"Chronic hepatitis, unspecified",상세불명의 만성 간염
K74,7,Fibrosis and cirrhosis of liver,간의 섬유증 및 경변증
K74.0,7,Hepatic fibrosis,간섬유증
K74.1,7,Hepatic sclerosis,간경화증
K74.2,7,Hepatic fibrosis with hepatic sclerosis,간경화증을 동반한 간섬유증
K74.3,7,Primary biliary cirrhosis,원발성 담즙성 경변증
K74.4,7,Secondary biliary cirrhosis,이차성 담즙성 간경변증
K74.5,7,"Biliary cirrhosis, unspecified",상세불명의 담즙성 간경변증
K74.6,7,Other and unspecified cirrhosis of liver,간의 기타 및 상세불명의 경변증
K75,7,Other inflammatory liver diseases,기타 염증성 간질환
K75.0,7,Abscess of liver,간의 농양
K75.1,7,Phlebitis of portal vein,문맥의 정맥염
K75.2,7,Nonspecific reactive hepatitis,비특이성 반응성 간염
K75.3,7,"Granulomatous hepatitis, NEC",달리 분류되지 않은 육아종성 간염
K75.4,7,Autoimmune hepatitis,자가면역성 간염
K75.8,7,Other specified inflammatory liver diseases,기타 명시된 염증성 간질환
K75.9,7,"Inflammatory liver disease, unspecified",상세불명의 염증성 간질환
K76,7,Other diseases of liver,간의 기타 질환
K76.0,7,"Fatty(change of) liver, NEC",달리 분류되지 않은 지방(변화성)간
K76.1,7,Chronic passive congestion of liver,간의 만성 수동울혈
K76.2,7,Central haemorrhagic necrosis of liver,간의 중심성 출혈괴사
K76.3,7,Infarction of liver,간의 경색증
K76.4,7,Peliosis hepatis,간자반증
K76.5,7,Hepatic veno-occlusive disease,간정맥폐쇄질환
K76.6,7,Portal hypertension,문맥고혈압
K76.7,7,Hepatorenal syndrome,간신증후군
K76.8,7,Other specified diseases of liver,기타 명시된 간질환
K76.9,7,"Liver disease, unspecified",상세불명의 간질환
K77,7,Liver disorders in disease classified elsewhere,달리 분류된 질환에서의 간장애
K77.0,7,Liver disorders in infectious and parasitic diseases classified elsewhere,달리 분류된 감염성 및 기생충성 질환에서의 간장애
K77.8,7,Liver disorders in other diseases classified elsewhere,달리 분류된 기타 질환에서의 간장애
K80,7,Cholelithiasis,담석증
K80.0,7,Calculus of gallbladder with acute cholecystitis,급성 담낭염을 동반한 담낭의 결석
K80.1,7,Calculus of gallbladder with other cholecystitis,기타 담낭염을 동반한 담낭의 결석
K80.2,7,Calculus of gallbladder without cholecystitis,담낭염이 없는 담낭의 결석
K80.3,7,Calculus of bile duct with cholangitis,담관염을 동반한 담관결석
K80.4,7,Calculus of bile duct with cholecystitis,담낭염을 동반한 담관결석
K80.5,7,Calculus of bile duct without cholangitis or cholecystitis,담관염 또는 담낭염이 없는 담관결석
K80.8,7,Other cholelithiasis,기타 담석증
K81,7,Cholecystitis,담낭염
K81.0,7,Acute cholecystitis,급성 담낭염
K81.1,7,Chronic cholecystitis,만성 담낭염
K81.8,7,Other cholecystitis,기타 담낭염
K81.9,7,"Cholecystitis, unspecified",상세불명의 담낭염
K82,7,Other diseases of gallbladder,담낭의 기타 질환
K82.0,7,Obstruction of gallbladder,담낭의 폐색
K82.1,7,Hydrops of gallbladder,담낭의 수종
K82.2,7,Perforation of gallbladder,담낭의 천공
K82.3,7,fistula of gallbladder,담낭의 누공
K82.4,7,Cholesterolosis of gallbladder,담낭의 콜레스테롤증
K82.8,7,Other specified diseases of gallbladder,담낭의 기타 명시된 질환
K82.9,7,"Disease of gallbladder, unspecified",담낭의 상세불명의 질환
K83,7,Other diseases of biliary tract,담도의 기타 질환
K83.0,7,Cholangitis,담관염
K83.1,7,Obstruction of bile duct,담관의 폐색
K83.2,7,Perforation of bile duct,담관의 천공
K83.3,7,Fistula of bile duct,담관의 누공
K83.4,7,Spasm of sphincter of Oddi,오디괄약근의 연축
K83.5,7,Biliary cyst,담도낭
K83.8,7,Other specified diseases of biliary tract,담도의 기타 명시된 질환
K83.9,7,"Disease of biliary tract, unspecified",담도의 상세불명의 질환
K85,7,Acute pancreatitis,급성 췌장염
K85.0,7,Idiopathic acute pancreatitis,특발성 급성 췌장염
K85.1,7,Biliary acute pancreatitis,담도 급성 췌장염
K85.2,7,Alcohol-induced acute pancreatitis,알콜유발 급성 췌장염
K85.3,7,Drug-induced acute pancreatitis,약물유발 급성 췌장염
K85.8,7,Other acute pancreatitis,기타 급성 췌장염
K85.9,7,"Acute pancreatitis, unspecified",상세불명의 급성 췌장염
K86,7,Other diseases of pancreas,췌장의 기타 질환
K86.0,7,Alcohol-induced chronic pancreatitis,알콜유발 만성 췌장염
K86.1,7,Other chronic pancreatitis,기타 만성 췌장염
K86.2,7,Cyst of pancreas,췌장의 낭
K86.3,7,Pseudocyst of pancreas,췌장의 가성낭
K86.8,7,Other specified diseases of pancreas,췌장의 기타 명시된 질환
K86.9,7,"Disease of pancreas, unspecified",췌장의 상세불명의 질환
K87,7,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere","달리 분류된 질환에서의 담낭, 담도 및 췌장의 장애"
K87.0,7,Disorders of gallbladder and biliary tract in diseases classified elsewhere,달리 분류된 질환에서의 담낭 및 담도 장애
K87.1,7,Disorders of pancreas in diseases classified elsewhere,달리 분류된 질환에서의 췌장장애
K90,7,Intestinal malabsorption,장흡수장애
K90.0,7,Coeliac disease,복강질환
K90.1,7,Tropical sprue,열대성 스프루
K90.2,7,"Blind loop syndrome, NEC",달리 분류되지 않은 맹관증후군
K90.3,7,Pancreatic steatorrhoea,췌장성 지방변
K90.4,7,"Malabsorption due to intolerance, NEC",달리 분류되지 않은 불내성에 의한 흡수장애
K90.8,7,Other intestinal malabsorption,기타 장흡수장애
K90.9,7,"Intestinal malabsorption, unspecified",상세불명의 장흡수장애
K91,7,"Postprocedural disorders of digestive system, NEC",달리 분류되지 않은 소화계통의 처치후 장애
K91.0,7,Vomiting following gastrointestinal surgery,위장수술후의 구토
K91.1,7,Postgastric surgery syndromes,위수술후증후군
K91.2,7,Postsurgical malabsorption NEC,달리 분류되지 않은 수술후 흡수장애
K91.3,7,Postoperative intestinal obstruction,수술후 장폐색
K91.4,7,Colostomy and enterostomy malfunction,결장조루 및 장조루 기능부전
K91.5,7,Postcholecystectomy syndrome,담낭절제후 증후군
K91.8,7,"Other postprocedural disorders of digestive system, NEC",달리 분류되지 않은 소화계통의 기타 처치후 장애
K91.9,7,"Postprocedural disorder of digestive system, unspecified",상세불명의 소화계통의 처치후 장애
K92,7,Other diseases of digestive system,소화계통의 기타 질환
K92.0,7,Haematemesis,토혈
K92.1,7,Melaena,흑색변
K92.2,7,"Gastrointestinal haemorrhage, unspecified",상세불명의 위장출혈
K92.8,7,Other specified diseases of digestive system,소화계통의 기타 명시된 질환
K92.9,7,"Disease of digestive system, unspecified",소화계통의 상세불명의 질환
K93,7,Disorders of other digestive organs in diseases classified elsewhere,달리 분류된 질환에서의 기타 소화기관장애
K93.0,7,"Tuberculous disorders of intestines, peritoneum and mesenteric glands(A18.3-*)","장, 복막 및 장간막림프절의 결핵성 장애(A18.3-*)"
K93.1,7,Megacolon in Chagas’ disease(B57.3†),샤가스병에서의 거대결장(B57.3†)
K93.8,7,Disorders of other specified digestive organs in diseases classified elsewhere,달리 분류된 질환에서의 기타 명시된 소화기관장애
L00,7,Staphylococcal scalded skin syndrome,포도구균성 화상피부증후군
L01,7,Impetigo,농가진
L01.0,7,Impetigo [any organism][any site],농가진[모든 미생물][모든 부위]
L01.1,7,Impetiginization of other dermatoses,기타 피부병의 농가진화
L02,7,"Cutaneous abscess, furuncle and carbuncle","피부의 농양, 종기 및 큰종기"
L02.0,7,"Cutaneous abscess, furuncle and carbuncle of face","얼굴의 피부 농양, 종기 및 큰종기"
L02.1,7,"Cutaneous abscess, furuncle and carbuncle of neck","목의 피부농양, 종기 및 큰종기"
L02.2,7,"Cutaneous abscess, furuncle and carbuncle of trunk","몸통의 피부 농양, 종기 및 큰종기"
L02.3,7,"Cutaneous abscess, furuncle and carbuncle of buttock","둔부의 피부농양, 종기 및 큰종기"
L02.4,7,"Cutaneous abscess, furuncle and carbuncle of limb","사지의 피부농양, 종기 및 큰종기"
L02.8,7,"Cutaneous abscess, furuncle and carbuncle of other sites","기타 부위의 피부농양, 종기 및 큰종기"
L02.9,7,"Cutaneous abscess, furuncle and carbuncle, unspecified","상세불명의 피부농양, 종기 및 큰종기"
L03,7,Cellulitis,연조직염
L03.0,7,Cellulitis of finger and toe,손가락 및 발가락의 연조직염
L03.1,7,Cellulitis of other parts of limb,기타 사지부분의 연조직염
L03.2,7,Cellulitis of face,얼굴의 연조직염
L03.3,7,Cellulitis of trunk,몸통의 연조직염
L03.8,7,Cellulitis of other sites,기타 부위의 연조직염
L03.9,7,"Cellulitis, unspecified",상세불명의 연조직염
L04,7,Acute lymphadenitis,급성 림프절염
L04.0,7,"Acute lymphadenitis of face, head and neck","얼굴, 머리 및 목의 급성 림프절염"
L04.1,7,Acute lymphadenitis of trunk,몸통의 급성 림프절염
L04.2,7,Acute lymphadenitis of upper limb,팔의 급성 림프절염
L04.3,7,Acute lymphadenitis of lower limb,다리의 급성 림프절염
L04.8,7,Acute lymphadenitis of other sites,기타 부위의 급성 림프절염
L04.9,7,"Acute lymphadenitis, unspecified",상세불명의 급성 림프절염
L05,7,Pilonidal cyst,모소낭
L05.0,7,Pilonidal cyst with abscess,농양이 있는 모소낭
L05.9,7,Pilonidal cyst without abscess,농양이 없는 모소낭
L08,7,Other local infections of skin and subcutaneous tissue,피부 및 피하조직의 기타 국소감염
L08.0,7,Pyoderma,농피증
L08.1,7,Erythrasma,홍색음선
L08.8,7,Other specified local infections of skin and subcutaneous tissue,피부 및 피하조직의 기타 명시된 국소감염
L08.9,7,"Local infection of skin and subcutaneous tissue, unspecified",피부 및 피하조직의 상세불명의 국소감염
L10,7,Pemphigus,천포창
L10.0,7,Pemphigus vulgaris,보통천포창
L10.1,7,Pemphigus vegetans,증식천포창
L10.2,7,Pemphigus foliaceus,낙엽천포창
L10.3,7,Brazilian pemphigus[Fogo Selvagem],브라질천포창[포고-셀바젬병]
L10.4,7,Pemphigus erythematosus,홍반천포창
L10.5,7,Drug-induced pemphigus,약물유발 천포창
L10.8,7,Other pemphigus,기타 천포창
L10.9,7,"Pemphigus, unspecified",상세불명의 천포창
L11,7,Other acantholytic disorders,기타 극세포분리장애
L11.0,7,Acquired keratosis follicularis,후천성 모낭각화증
L11.1,7,Transient acantholytic dermatosis [Grover],일과성 극세포해리피부병[그로버]
L11.8,7,Other specified acantholytic disorders,기타 명시된 극세포분리장애
L11.9,7,"Acantholytic disorder, unspecified",상세불명의 극세포분리장애
L12,7,Pemphigoid,유사천포창
L12.0,7,Bullous pemphigoid,수포성 유사천포창
L12.1,7,Cicatricial pemphigoid,흉터유사천포창
L12.2,7,Chronic bullous disease of childhood,소아의 만성 수포성 질환
L12.3,7,Acquired epidermolysis bullosa,후천성 수포성 표피박리증
L12.8,7,Other pemphigoid,기타 유사천포창
L12.9,7,"Pemphigoid, unspecified",상세불명의 유사천포창
L13,7,Other bullous disorders,기타 수포성 장애
L13.0,7,Dermatitis herpetiformis,헤르페스모양피부염
L13.1,7,Subcorneal pustular dermatitis,각질하 농포성 피부염
L13.8,7,Other specified bullous disorders,기타 명시된 수포성 장애
L13.9,7,"Bullous disorder, unspecified",상세불명의 수포성 장애
L14,7,Bullous disorders in diseases classified elsewhere,달리 분류된 질환에서의 수포성 장애
L20,7,Atopic dermatitis,아토피성 피부염
L20.0,7,Besnier’s prurigo,베스니에가려움발진
L20.8,7,Other atopic dermatitis,기타 아토피성 피부염
L20.9,7,"Atopic dermatitis, unspecifie",상세불명의 아토피성 피부염
L21,7,Seborrhoeic dermatitis,지루피부염
L21.0,7,Seborrhoea capitis,두피지루
L21.1,7,Seborrhoeic infantile dermatitis,영아지루피부염
L21.8,7,Other seborrhoeic dermatitis,기타 지루피부염
L21.9,7,"Seborrhoeic dermatitis, unspecified",상세불명의 지루피부염
L22,7,Diaper [napkin] dermatitis,기저귀[냅킨]피부염
L23,7,Allergic contact dermatitis,앨러지성 접촉피부염
L23.0,7,Allergic contact dermatitis due to metals,금속에 의한 앨러지성 접촉피부염
L23.1,7,Allergic contact dermatitis due to adhesives,접착제에 의한 앨러지성 접촉피부염
L23.2,7,Allergic contact dermatitis due to cosmetics,화장품에 의한 앨러지성 접촉피부염
L23.3,7,Allergic contact dermatitis due to drugs in contact with skin,피부에 묻은 약물에 의한 앨러지성 접촉피부염
L23.4,7,Allergic contact dermatitis due to eyes,색소에 의한 앨러지성 접촉피부염
L23.5,7,Allergic contact dermatitis due to other chemical products,기타 화학물질에 의한 앨러지성 접촉피부염
L23.6,7,Allergic contact dermatitis due to food in contact with skin,피부에 묻은 음식물에 의한 앨러지성 접촉피부염
L23.7,7,"Allergic contact dermatitis due to plants, except food",음식물을 제외한 식물에 의한 앨러지성 접촉피부염
L23.8,7,Allergic contact dermatitis due to other agents,기타 요인에 의한 앨러지성 접촉피부염
L23.9,7,"Allergic contact dermatitis, unspecified cause",상세불명 원인의 앨러지성 접촉피부염
