성분코드,성분명(한),성분명(영)
M114429,"유전자재조합콜레라독소B(균주: Vibrio Cholerae Inaba 213 Classical Biotype, 숙주: Vibrio Cholera 213, 벡터: pKK223-3)","Cholera Toxoid B (rDNA, Strain: Vibrio Cholerae Inaba 213 Classical Biotype, Host: Vibrio Cholera 213, Vector: pKK223-3)"
M114430,탄산수소나트륨 발포성과립,Sodium Hydrogen Carbonate Effervescent Granules
M114432,"활성형엡타코그알파(유전자재조합, 혈액응고인자 VIIa)(숙주 BHKtk ts13, 벡터 c13-6-pDX)",Eptacog Alpha (Activated)
M114433,오파드라이흰색(04F58804),OPADRY 04F58804 WHITE
M114434,전분덱스트린20%,Starch Dextrin 20%
M114435,포화폴리글리콜화글리세리드,Saturated Polyglycolyzed Glycerides
M114436,폴리옥시에틸렌디올레인산메틸글루코시드,Polyoxyethylene Methyl Glucoside Dioleate
M114437,드링크향(KBR-102123),Drink Flavor KBR-102123
M114438,오파드라이노란색(YS-1-12789-A),OPADRY YS-1-12789-A YELLOW
M114439,파인 엑스,Pine Extract
M114440,커피 엑스,Coffee Extract
M114444,향료(TF-NKC-01),Fragrance TF-NKC-01
M114449,오파드라이은색(62W28547),OPADRY 62W28547 SILVER
M114450,바나나향(B71364),Banana Flavor B71364
M114451,디에틸렌트리아민펜타 액50%(디퀘스트2060S),Diethylenetriamine Penta Solution 50% (Dequest 2060S)
M114452,묽은인산,Dilute Phosphoric Acid
M114453,"사람인슐린(유전자재조합)(숙주: E.coli K12RV308, 벡터: pHI7Δ4Δ1)","Human Insulin (rDNA, Host: E Coli K12RV308, Vector: pHI7Δ4Δ1)"
M114454,오파드라이AMB분홍색(80W44060),OPADRY AMB 80W44060 PINK
M114455,"폐렴구균다당류(혈청형 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F, 23F)","Pneumococcal Polysaccharide (Serotype 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F, 23F)"
M114456,고정용스폰지,Sponge (Binding)
M114457,미결정셀룰로오스·카르복시메틸셀룰로오스나트륨혼합물,Microcrystalline Cellulose·Carboxymethylcellulose Sodium Mixture
M114458,"정제불활화인플루엔자바이러스항원A형(A/California/07/2009, Reassortant, NYMC X-181, H1N1)",Purified Inactivated Influenza Virus Antigen A [A/California/07/2009 reassortant virus NYMC X-181(H1N1)]
M114461,포도향(30936),Grape Flavor 30936
M114462,오파드라이파란색II(Y-30-10671-A),OPADRY II Y-30-10671-A BLUE
M114464,애플향에센스(13896),Apple Flavor Essence 13896
M114465,페퍼민트향(HF-3314),Peppermint Flavor HF-3314
M114466,오파드라이노란색(03B52094),OPADRY 03B52094 YELLOW
M114467,폴리옥시에틸렌메틸폴리실록산공중합체,Polyoxyethylene Methyl Polysiloxan Copolymer
M114468,세틸2-에틸헥사노에이트,Cetyl 2-Ethylhexanoate
M114469,알킬아크릴레이트코폴리머메틸폴리실록산에스테르,Alkyl Acrylate Copolymer Methylpolysiloxane Ester
M114470,인터페론알파-2A(유전자재조합),Interferon Alpha-2A (rDNA)
M114471,딸기향(SK-87398),Strawberry Flavor SK-87398
M114472,민트향(SK-87400),Mint Flavor SK-87400
M114473,복숭아향(SK-87394),Peach FlavorR SK-87394
M114474,솔잎향(SK-87397),Pinus Sylvestris Leaf Flavor SK-87397
M114476,"정제B형간염표면항원단백(숙주: Saccharomyces Cerevisiae AB110, 벡터: pYLBC ADHII/GAP ub sAg)","Purified Hepatitis B Surface Antigen Protein (Host: Saccharomyces Cerevisiae AB110, Vector: pYLBC ADHII/GAP ub sAg)"
M114477,오파드라이오렌지색(85F43034),OPADRY 85F43034 ORANGE
M114480,"정제불활화인플루엔자바이러스항원A형(A/New Caledonia/20/99 IVR-116, H1N1)",Purified Inactivated Influenza Virus Antigen A [A/New Caledonia/20/99 IVR-116(H1N1)]
M114481,"정제불활화인플루엔자바이러스항원A형(A/New York/55/2004 NYMC X-157, H3N2)",Purified Inactivated Influenza Virus Antigen A [A/New York/55/2004 NYMC X-157(H3N2)]
M114482,정제불활화인플루엔자바이러스항원B형(B/Jiangsu/10/2003),Purified Inactivated Influenza Virus Antigen B [B/Jiangsu/10/2003]
M114483,정선한고무,Purified Rubber
M114484,오파드라이II갈색(85F16906),OPADRY II 85F16906 BROWN
M114485,오파드라이AMB노란색(80W620005),OPADRY AMB 80W620005 YELLOW
M114487,아스코르브산 과립,Ascorbic Acid Granules
M114488,오파드라이흰색(03F68943),OPADRY 03F68943 WHITE
M114489,초코렛향(74003-33),Chocolate Flavor 74003-33
M114490,테트라롬오렌지,
M114491,"정제불활화인플루엔자바이러스항원A형(A/Victoria/210/2009, Reassortant, NYMC X-187, H3N2)",Purified Inactivated Influenza Virus Antigen A [A/Victoria/210/2009 Reassortant virus NYMC X-187(H3N2)]
M114492,"정제불활화인플루엔자바이러스항원A형(A/California/7/2009 NYMC X-181, H1N1)",Purified Inactivated Influenza Virus Antigen A [A/California/7/2009 NYMC X-181(H1N1)]
M114494,감초 엑스산(5→1),Glycyrrhiza Extract Powder (5→1)
M114495,코카미드메틸엠이에이,Cocamide Methly MEA
M114496,프로필렌글리콜(2)코카미드,Propylene Glycol 2 Cocamide
M114497,세트로렐릭스아세테이트,Cetrorelix Acetate
M114498,알라셀165,Arlacel 165
M114499,메틸글루세스-10,Methyl Gluceth-10
M114500,쿨링향(316282),Cooling Flavour 316282
M114501,앤앤에이오렌지향(690639),N & A Orange Flavor #690639
M114503,조합향료(TF-BSUD-06),Flavor TF-BSUD-06
M114505,폴리프로필렌끈,Polypropylene (String)
M114506,옥틸페놀에톡실레이트,Octylphenol Ethoxylate
M114507,"약독인플루엔자생바이러스A형(A/California/7/2009, H1N1)",Live Attenuated Influenza Virus Type A (A/California/7/2009 (H1N1))
M114508,"정제불활화인플루엔자바이러스항원A형(A/California/7/2009, X-179A,H1N1)",Purified Inactivated Influenza Virus Antigen A [A/California/7/2009 X-179A(H1N1)]
M114510,오파드라이클리어(02M49010),OPADRY 02M49010 CLEAR
M114511,오파드라이II노란색(32K92031),OPADRY II 32K92031 YELLOW
M114513,클러브민트향(HF-61037),Cloveer Mint Flavor HF-61037
M114514,"베록토코그알파(혈액응고인자 VIII, 유전자재조합) (숙주: Chinese Hamster Ovary, DG44, 벡터: pCMVFVIII-A, pCMVFVIII-C, pCMV/zeo-vWF)","Beroctocog Alpha (Blood Coagulation Factor VIII, rDNA, Host: Chinese Hamster Ovary, DG44, Vector: pCMVFVIII-A, pCMVFVIII-C, pCMV/zeo-vWF)"
M114515,폴리에스테르·셀룰로우즈부직포,Nonwoven Fabric (Polyester·Cellulose)
M114517,스펀레이스폴리에스테르부직포,Nonwoven Fabric (Spunlace Polyester)
M114518,폴리에스테르폼,Polyester Foam
M114519,레몬가루향(VA),Lemon Powder Flavor VA
M114521,DL-판테놀,DL-Panthenol
M114522,칼륨코코일글리시네이트 액,Potassium Cocoyl Glycinate Solution
M114523,폴리에틸렌글리콜20·세스퀴스테아르산메틸글루코스,Polyethylene Glycol 20·Sesquistearate Methylglucose
M114524,옵타민트(880855),OPTAMINT 880855
M114525,옵타민트(356657),OPTAMINT 356657
M114526,"불활화백일해균(균주명: 262, 345, 358 균주)","Inactivated B. Pertussis (Strain: 262, 345, 358)"
M114527,디프테리아톡소이드(균주명:디프테리아 Park-Williams No.8),Diphtheria Toxoid (Strain: Park-Williams No.8)
M114528,파상풍톡소이드(균주명: Harvard 43415),Tetanus Toxoid (Strain: Harvard 43415)
M114529,오파드라이분홍색(YS-1-14762-A),OPADRY YS-1-14762-A PINK
M114532,아크릴이즈주황색(93O630001),ACRYL-EZE 93O630001 ORANGE
M114534,부직포(PU라미네이트필름),Nonwoven Fabric (PU Laminated Film)
M114535,아카시아향(HF-302560),Acacia Flavor HF-302560
M114536,히드로콜로이드점착제,Hydrocolloid Adhesive
M114537,벨리스페렌니스 틴크D2,Bellis Perennis Tincture D2
M114539,허벌에센스(Herbal Flavor RFY-0527),Herbal Essence RFY-0527
M114540,에이제이(703172),AJ (703172)
M114541,애플플레이버(S-1001),Apple Flavor S-1001
M114542,애플플레이버(S-1000),Apple Flavor S-1000
M114543,조합향료(익조틱레몬YH-8305081),Flavor Chavicol Lemon YH-8305081
M114545,폴리헥사메틸렌비구아니드염산염20%,Polyhexamethylene Biguanide Hydrochloride 20%
M114547,오파드라이(OY-S-28924),OPADRY OY-S-28924
M114549,조합향료(P-F80008(리스테인)),Flavor P-F 80008
M114550,매스틱유(HF-60910),Mastic Oil HF-60910
M114551,레몬라임향(B71377),Lemon Lime Flavor B 71377
M114555,조합향료(아로마),Flavor Aroma
M114556,오파드라이주황색(03B63253),OPADRY 03B63253 ORANGE
M114558,에티드론산사나트륨 용액30%,Etidronate Tetrasodium Solution 30%
M114561,면혼방폴리프로필렌블루코드1,Blended Cotton Polypropylene Blue Cord 1
M114563,D-소르비톨 액(비결정성),D-Sorbitol Solution (Non-crystalling)
M114565,오파드라이오렌지색(03A63212),OPADRY 03A63212 ORANGE
M114566,블루베리향(HF-61077),Blueberry Flavor HF-61077
M114567,인젝션H1400,Injection H-400
M114568,숯염색된면직물,Charcoal Dyeing Cotton Knit Fabric
M114569,황토염색면직물,Red Clay Dyeing Cotton Knit Fabric
M114570,"리라글루티드(숙주: S.cerevisiae, 벡터: pKV308)","Liraglutide (Host: Cerevisiae, Vector: pKV308)"
M114572,건강 건조엑스(5.6→1),Ginger Dried Extract (5.6→1)
M114573,스위트향(10216),Sweet Flavor 10216
M114574,밀크시슬 엑스,Milk-thistle Fruit Extract
M114576,부직포반창고,Nonwoven Fabric Adhesive Plaster
M114577,조합향료(허브민트향HF-61049),Flavor Herb Mint HF-61049
M114578,조합향료(시트러스민트향HF-61032),Flavor Citrus Mint HF-61032
M114579,향료(TF-PKB-01A),Fragrance TF-PKB-01A
M114580,향료(TF-PKB-01B),Fragrance TF-PKB-01B
M114581,위령선·괄루근·하고초30%에탄올 엑스(40→1),Clematidis Radix·Trichosanthis Radix·Prunellae Spica 30% Ethanol Extract (40→1)
M114582,오파드라이(03B63246),OPADRY 03B63246
M114583,민트향(KEY-0932723),Mint Flavor KEY-093272
M114584,복숭아향(07B00079),Peach Flavor 07B00079
M114585,자몽향(07B00119),Grapefruit Flavor 07B00119
M114586,사과향(07B00082),Apple Flavor 07B00082
M114589,오파드라이II주황색(85F93377),OPADRY II 85F93377 ORANGE
M114590,딸기향(501440T),Strawberry Flavor 501440T
M114591,마스킹향(501521T),Masking Flavor 501521T
M114593,오파드라이AMB오렌지색(80W43131),OPADRY AMB 80W43131 ORANGE
M114596,허니향(510142),Honey Flavor 510142
M114598,정제수·폴리소르베이트20·피이지40·경화피마자유·티트리잎유,
M114599,청위산 건조엑스(8→1),Chungwisan Dried Extract (8→1)
M114600,체리향분말(0576),Cherry Flavor Powder 0576
M114602,청색1호(브릴리안트블루FCF)알루미늄레이크,Blue No.1 (Brilliant Blue FCF) Aluminium Lake
M114603,센토리 가루,Centaury Powder
M114604,로바지근 가루,Lovage Root Powder
M114605,로즈마리엽 가루,Rosemary Leaf Powder
M114607,스피아민트향(B71229),Spearmint Flavor B71229
M114608,영지버섯 엑스,Reishi Mushroom Extract
M114609,오파드라이II베이지색(85F97323),OPADRY II 85F97323 BEIGE
M114610,5-아미노레불린산염산염,5-Aminolevulinic Acid Hydrochloride
M114611,아크리놀수화물·폴리에틸렌망이부착된부직패드,Nonwoven Pad (Acrynol Hydrate·Polyethylene Net)
M114612,아크릴점착제가도포된폴리염화비닐,Poly Chloride Vinyl (Acrylate Adhesive)
M114613,에메다스틴푸마르산염 서방형과립,Emedastine Fumarate Extended-Release Granules
M114614,블루베리향(113833),Blueberry Flavor 113833
M114615,합성레티놀팔미테이트 분말,Synthetic Retinol Palmitate Powder
M114616,페퍼민트(HF-61068),Peppermint Flavor HF-61068
M114617,조합향료(LVT-82090),Flavor LVT-82090
M114620,폴리쿠아테르늄-1(35%w·w),Polyquaternium-1 35%w·w
M114621,설포베타인3-10,Sulfobetaine 3-10
M114622,오파드라이AMB초록색(80W61458),OPADRY AMB 80W61458 GREEN
M114623,조합향료(MRF-160493),Flavor MRF-160493
M114624,건조레드클로버 엑스(25:1),Red Clover Dried Extract (25:1)
M114625,오파드라이클리어(OY-29020),OPADRY OY-29020 CLEAR
M114626,오파드라이빨간색(OY-1378),OPADRY OY-1378 RED
M114627,테를리프레신아세테이트,Terlipressin Acetate
M114628,애엽·당귀·박하·익모초·어성초·아크릴산아크릴산나트륨공중합체,
M114629,분말환원맥아당 물엿,Powdered Hydrogenated Maltose Starch Syrup
M114630,D-소르비톨 액(비결정성) 70%,D-Sorbitol Solution (Non-crystalling) 70%
M114631,부직포·비스코스부직포,Nonwoven Fabric·Viscose Nonwoven Fabric
M114632,폴리우레탄기포제·부직포,Polyurethane Foaming Agent·Nonwoven Fabric
M114633,조합향료(타가사고RM-4018/8GNF),Flavor Tagasago RM-4018/8GNF
M114635,대두피식이섬유 분말,Soybean Hull Dietary Fiber Powder
M114636,패션후르트향,Passion Fruit Flavor
M114639,바셀린·디메티콘·세테스-10·스테아레스-21·폴록사머335,Petrolatum·Dimethincone·Ceteth-10·Steareth-10·Poloxamer335
M114640,쿠르쿠마잔토리자 엑스,Curcuma Xanthorrhiza Extract
M114642,오파드라이II파란색(85F60879),OPADRY II 85F60879 BLUE
M114643,복숭아향(07B00148),Peach Flavor 07B00148
M114645,쿨민트향(B71292),Coolmint Flavor B71292
M114647,메타아크릴산메틸·아크릴산에틸공중합체 분산액,Methyl Methacrylate·Ethyl Acrylate Copolymer Dispersion
M114648,캐릭터가그려진점착제도포폴리염화비닐필름,Polyvinyl Chloride Film (Adhesive) (Printed Character)
M114649,두충 엑스분말,Eucommiae Cortex Extract Powder
M114652,스판덱스폴리아미끈,Spandex Polyamide String
M114653,센텔라정량 엑스,Centella Titrated Extract
M114654,아크리놀수화물히드로콜로이드시트,Hydrocolloid Sheet (Acrinol Hydrate)
M114657,약독사람로타생바이러스(균주명: RIX4414),Live Attenuated Human Rotavirus (Strain: Rix4414)
M114658,백삼 건조엑스,White Ginseng Dried Extract
M114659,파인드리핫멜트점착제(13),Pine Tree Hot Melt Ahdesive (13)
M114661,오파드라이주황색(85G43091),OPADRY 85G43091 ORANGE
M114663,오파드라이노란색(00F12951),OPADRY 00F12951 YELLOW
M114664,오파드라이빨간색(00F15613),OPADRY 00F15613 RED
M114667,오파드라이II분홍색(85F14452),OPADRY II 85F14452 PINK
M114668,염산 용액1N,Hydrochloric Acid Solution 1N
M114670,지프라시돈염산염일수화물,Ziprasidone Hydrochloride Monohydrate
M114671,제피아스코르브산 가루96%,Ascorbic Acid Coated Powder 96%
M114672,적색227호(패스트애시드마겐타),Red No.227 (Fast Acid Magenta)
M114673,조합향료(TF-BSUD-07),Flavor TF-BSUD-07
M114674,조합향료(MM-SP-02),Flavor MM-SP-02
M114675,"코리폴리트로핀알파(유전자재조합, 숙주: CHO-K1, 벡터: pKMS.FSHα베타CTP)","Corifollitropin Alpha (rDNA, Host: CHO-K1, Vector: pKMS.FSHαβCTP)"
M114676,히드록시에탄디포스폰산4나트륨(30%),4 Sodium Hydroxymethanediphosphonate (30%)
M114678,백일해톡소이드(균주명:10536),B. Pertussis Toxoid (Strain: 10536)
M114679,백일해균선모적혈구응집소(균주명:10536),B. Pertussis Filamentous Hemagglutinin (FHA) (Strain: 10536)
M114680,FIM 2+3(균주명:백일해 10536),Fimbriae 2+3 (Strain: B. pertussis 10536)
M114681,PRN(균주명:백일해 10536),PRN (Strain: B. Pertussis 10536)
M114682,오파드라이II오렌지색(85F43137),OPADRY II 85F43137 ORANGE
M114683,옵타민트(375232),OPTAMINT 375232
M114685,이스프레이흰색(GAIVPB01A),EASPRAY GAIVPB01A WHITE
M114686,체리향(SC10-0945),Cherry Flavor SC10-0945
M114687,로즈마리향(HF-31476),Rosemary Flavor HF-31476
M114688,오파드라이분홍색(030B44003),OPADRY 030B44003 PINK
M114690,면사(40번수2합사)(검정색),Cotton String (40-2 Braiding Black)
M114691,스트로베리향(에센스)(S),Strawberry Flavor (Essence) (S)
M114692,폴리에틸렌필름(투습성방수층-청색),Polyethylene Film (Vapor Permeance Waterproof Layer-Blue)
M114693,조합향료(프레쉬허브민트향07B00182),Flavor Fresh Herbmint 07B00182
M114694,조합향료(프레쉬시트러스민트향07B00183),Flavor Fresh Citrusmint 07B00183
M114695,조합향료(프레쉬시트러스민트향07B00181),Flavor Fresh Citrusmint 07B00181
M114696,타르타르산 가루,Tartaric Acid Powder
M114697,타르타르산 결정,Tartaric Acid Crystallized
M114698,염화폴릭세토늄 수용액60%,Polysetonium Chloride 60% Aqueous Solution
M114703,스페루라이트(MGH2-50),
M114704,애엽·당귀·박하·익모초·어성초·아크릴산아크릴산나트륨공중합체(S),
M114705,탄산칼슘 과립91%,Calcium Carbonate Granules 91%
M114706,오파드라이주황색(85F13934),OPADRY 85F13934 ORANGE
M114707,오파드라이분홍색(85F64653),OPADRY 85F64653 PINK
M114708,아크릴산2-에틸헥실디아세톤아크릴아미드메타크릴산아세트아세톡시에틸메타크릴산메틸공중합체,
M114710,자오가·우슬·방풍·두충·구척·흑두 건조엑스(20→1),
M114711,폴리에틸렌글리콜6이소스테아레이트,Polyethylene Glycol 6 Isostearate
M114712,아크릴이즈노란색(93O42120),ACRYL-EZE 93O42120 YELLOW
M114713,오파드라이노란색(80W42110),OPADRY 80W42110 YELLOW
M114714,폴리프로필렌으로피복된철사,Steel Wire Coated With Polypropylene
M114715,방풍통성산 건조엑스(5.47→1),Bangpungtongsungsan Radix Dried Extract (5.47→1)
M114716,조합향료(프레쉬시트러스민트향07B00257),Flavor Fresh Citrusmint 07B00257
M114717,향료(복숭아향31461),Fragrance Peach 31461
M114718,향료(사과향31463),Fragrance Apple 31463
M114720,향료(딸기향31462),Fragrance Strawberry 31462
M114721,오파드라이(03B64650),OPADRY 03B64650
M114722,DL-알파-토코페롤아세테이트,DL-Alpha-Tocopherol Acetate
M114723,미결정셀룰로오스65%·탄산칼슘35%,Microcrystalline Cellulose 65%·Calcium Carbonate 35%
M114724,오파드라이레드-오렌지(OY-B-33128),OPADRY OY-B-33128 RED-ORANGE
M114725,오파드라이오렌지색(80W53007),OPADRY 80W53007 ORANGE
M114726,면혼방폴리에스테르13번수합사,Thread (Blended Cotton Polyester) (13-Braiding)
